MainBranch,RemoteWork,EdLevel,LearnCode,LearnCodeOnline,YearsCode,DevType,OrgSize,Country,WorkExp,Industry,generation,Employment_Status,Language_Category,Tech_Category
Developer,Remote,Degree,Colleague / On-the-job Training,Mixed Approaches,14,Software Development Roles,Medium Organizations,United States of America,12.0,Healthcare and Education,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Secondary Education,Online Courses / Bootcamps,Mixed Approaches,5,Software Development Roles,Small Organizations,Argentina,3.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Static Site Generators, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,35,Software Development Roles,Large Organizations,Canada,27.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Small Organizations,United States of America,13.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,3,Software Development Roles,Small Organizations,India,2.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Static Site Generators, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Colleague / On-the-job Training,Documentation,15,Software Development Roles,Small Organizations,Australia,14.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,24,Software Development Roles,Small Organizations,Australia,17.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Other Online Resources,Interactive,13,"Education, Advocacy, and Sales Roles",Small Organizations,Japan,3.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,3,Software Development Roles,Small Organizations,Uzbekistan,3.0,Healthcare and Education,Z,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,20,Software Development Roles,Medium Organizations,Sri Lanka,16.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Secondary Education,Online Courses / Bootcamps,Videos,6,Software Development Roles,Small Organizations,Japan,5.0,Government and Other Services,Z,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,In-person,Degree,Other Online Resources,Documentation,6,Software Development Roles,Medium Organizations,Viet Nam,6.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Small Organizations,Australia,1.0,Government and Other Services,Z,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,9,Software Development Roles,Small Organizations,China,5.0,Technology and Information Services,Y,Employed,Web Development,"Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,10,Software Development Roles,Medium Organizations,France,8.0,Government and Other Services,Y,Employed,Server-Side Development,Uncategorized
Developer,In-person,Degree,Other Online Resources,Documentation,6,Software Development Roles,Small Organizations,Turkey,4.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming",Backend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,7,Software Development Roles,Medium Organizations,Mexico,3.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development",Frontend Technologies
Developer,In-person,Degree,Online Courses / Bootcamps,Mixed Approaches,2,Software Development Roles,Medium Organizations,Taiwan,6.0,Government and Other Services,Y,Employed,Web Development,Frontend Technologies
Developer,In-person,Degree,Other Online Resources,Mixed Approaches,4,Software Development Roles,Small Organizations,Ethiopia,3.0,Technology and Information Services,Y,Employed,Web Development,Backend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,9,Software Development Roles,Small Organizations,Nepal,6.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Medium Organizations,China,3.0,Technology and Information Services,Y,Employed,Server-Side Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Other Online Resources,Mixed Approaches,7,Software Development Roles,Small Organizations,Poland,6.0,Government and Other Services,Y,Employed,"Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,4,Software Development Roles,Small Organizations,Estonia,1.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Other Online Resources,Mixed Approaches,21,Software Development Roles,Large Organizations,Belgium,21.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,9,Software Development Roles,Small Organizations,Kenya,7.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,8,Software Development Roles,Large Organizations,Poland,6.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,23,Software Development Roles,Medium Organizations,United Arab Emirates,17.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Colleague / On-the-job Training,Mixed Approaches,10,Software Development Roles,Large Organizations,Germany,7.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,In-person,Secondary Education,Other Online Resources,Mixed Approaches,5,"Education, Advocacy, and Sales Roles",Medium Organizations,Germany,1.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Other Online Resources,Mixed Approaches,12,Software Development Roles,Small Organizations,Germany,7.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,In-person,Some College,Books / Physical Media,Mixed Approaches,15,Management and Executive Roles,Small Organizations,Lithuania,8.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development, System Programming","JavaScript Libraries, Frontend Technologies"
Developer,In-person,Degree,Colleague / On-the-job Training,Mixed Approaches,6,Software Development Roles,Medium Organizations,Pakistan,1.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,3,Software Development Roles,Medium Organizations,Slovakia,18.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,11,Software Development Roles,Large Organizations,United Kingdom of Great Britain and Northern Ireland,5.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, JavaScript Libraries"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,12,Software Development Roles,Small Organizations,Hungary,5.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,30,Software Development Roles,Large Organizations,Sweden,25.0,Government and Other Services,X,Not employed,"Server-Side Development, Web Development",Frontend Technologies
Non-developer,In-person,Degree,Books / Physical Media,Mixed Approaches,5,Engineering and Operations Roles,Large Organizations,Germany,8.0,Technology and Information Services,Y,Employed,Server-Side Development,"Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Secondary Education,Books / Physical Media,Mixed Approaches,20,Software Development Roles,Small Organizations,Sweden,13.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,20,Software Development Roles,Medium Organizations,Germany,11.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,30,Engineering and Operations Roles,Medium Organizations,Italy,25.0,Government and Other Services,X,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Other Online Resources,Mixed Approaches,5,Software Development Roles,Small Organizations,Sweden,1.0,Technology and Information Services,Y,Employed,Server-Side Development,Uncategorized
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,38,Software Development Roles,Unknown,United Kingdom of Great Britain and Northern Ireland,28.0,Services and Advertising,X,Employed,Server-Side Development,Uncategorized
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,11,Software Development Roles,Large Organizations,Germany,2.0,Technology and Information Services,Y,Employed,Server-Side Development,Backend Technologies
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,10,Software Development Roles,Small Organizations,South Africa,6.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,9,"Education, Advocacy, and Sales Roles",Large Organizations,China,5.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,19,Software Development Roles,Unknown,Italy,9.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,25,Software Development Roles,Small Organizations,Italy,10.0,Government and Other Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,In-person,Degree,Online Courses / Bootcamps,Mixed Approaches,17,Management and Executive Roles,Medium Organizations,India,15.0,Technology and Information Services,Y,Employed,Server-Side Development,Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,5,Software Development Roles,Medium Organizations,Armenia,5.0,Healthcare and Education,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Online Courses / Bootcamps,Mixed Approaches,13,Software Development Roles,Small Organizations,Germany,7.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,12,Software Development Roles,Small Organizations,Pakistan,10.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,12,Software Development Roles,Medium Organizations,Sweden,5.0,Technology and Information Services,Y,Employed,Server-Side Development,Uncategorized
Developer,Remote,Some College,Online Courses / Bootcamps,Mixed Approaches,12,Software Development Roles,Small Organizations,Kosovo,15.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,30,Software Development Roles,Small Organizations,Czech Republic,27.0,Technology and Information Services,X,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,6,Software Development Roles,Medium Organizations,Ukraine,1.0,Services and Advertising,Z,Employed,Server-Side Development,Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Secondary Education,Other Online Resources,Mixed Approaches,6,Software Development Roles,Small Organizations,Germany,4.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Static Site Generators, Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Other Online Resources,Mixed Approaches,20,Software Development Roles,Small Organizations,Serbia,17.0,Government and Other Services,Y,Not employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,25,Software Development Roles,Small Organizations,Lithuania,22.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development",JavaScript Libraries
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,8,Software Development Roles,Medium Organizations,France,1.0,Government and Other Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,In-person,Degree,Other Online Resources,Mixed Approaches,15,Software Development Roles,Small Organizations,Nepal,7.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Other Online Resources,Mixed Approaches,12,Software Development Roles,Small Organizations,Ukraine,10.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,23,Software Development Roles,Small Organizations,Spain,18.0,Technology and Information Services,Y,Employed,Web Development,Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Documentation,7,Software Development Roles,Small Organizations,Norway,4.0,Technology and Information Services,Z,Employed,"Server-Side Development, System Programming",Uncategorized
Developer,"Hybrid (some remote, some in-person)",Secondary Education,Other Online Resources,Documentation,30,Software Development Roles,Small Organizations,Australia,22.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,24,Data Science and Research Roles,Large Organizations,Greece,17.0,Financial Sector,Y,Employed,Server-Side Development,Uncategorized
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,18,Software Development Roles,Medium Organizations,Germany,10.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,6,Software Development Roles,Small Organizations,Pakistan,3.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,23,Software Development Roles,Small Organizations,Greece,18.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Secondary Education,Books / Physical Media,Mixed Approaches,25,Engineering and Operations Roles,Medium Organizations,Portugal,25.0,Healthcare and Education,X,Employed,"Server-Side Development, Web Development",Backend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Medium Organizations,Turkey,28.0,Technology and Information Services,X,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, JavaScript Libraries"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Large Organizations,France,4.0,Government and Other Services,Z,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Non-developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,30,Management and Executive Roles,Small Organizations,Nigeria,32.0,Technology and Information Services,X,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,22,Software Development Roles,Medium Organizations,Hungary,12.0,Services and Advertising,Y,Employed,"Server-Side Development, Web Development, System Programming",Backend Technologies
Non-developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,15,Data Science and Research Roles,Medium Organizations,India,13.0,Technology and Information Services,Y,Not employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,5,Software Development Roles,Medium Organizations,India,4.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,6,Software Development Roles,Medium Organizations,United States of America,2.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,20,Software Development Roles,Medium Organizations,Germany,15.0,Technology and Information Services,Y,Employed,Server-Side Development,"Backend Technologies, JavaScript Libraries"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,16,Software Development Roles,Small Organizations,Hungary,12.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Secondary Education,Other Online Resources,Mixed Approaches,24,Software Development Roles,Small Organizations,Germany,24.0,Manufacturing Sector,X,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,10,Software Development Roles,Medium Organizations,India,5.0,Technology and Information Services,Y,Employed,"Web Development, System Programming",Frontend Technologies
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Small Organizations,Argentina,4.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,6,Software Development Roles,Medium Organizations,United States of America,19.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Non-developer,"Hybrid (some remote, some in-person)",Secondary Education,Other Online Resources,Mixed Approaches,3,Engineering and Operations Roles,Medium Organizations,Germany,3.0,Government and Other Services,Z,Employed,"Server-Side Development, System Programming",Uncategorized
Non-developer,"Hybrid (some remote, some in-person)",Degree,Other Online Resources,Documentation,46,Management and Executive Roles,Large Organizations,United States of America,21.0,Government and Other Services,X,Employed,"Server-Side Development, System Programming",Uncategorized
Non-developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,5,Software Development Roles,Small Organizations,China,14.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,"Hybrid (some remote, some in-person)",Degree,Colleague / On-the-job Training,Mixed Approaches,5,Software Development Roles,Small Organizations,Italy,2.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,In-person,Degree,Online Courses / Bootcamps,Videos,4,Software Development Roles,Small Organizations,Turkey,3.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development",JavaScript Libraries
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,10,Software Development Roles,Medium Organizations,Netherlands,10.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Small Organizations,Bangladesh,4.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,5,Software Development Roles,Medium Organizations,Bulgaria,5.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Uncategorized
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Small Organizations,United Kingdom of Great Britain and Northern Ireland,15.0,Technology and Information Services,Y,Not employed,"Server-Side Development, Web Development, System Programming",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Documentation,25,Software Development Roles,Medium Organizations,France,15.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development, System Programming",Frontend Technologies
Developer,In-person,Degree,Books / Physical Media,Mixed Approaches,10,Software Development Roles,Small Organizations,United States of America,23.0,Manufacturing Sector,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","JavaScript Libraries, Frontend Technologies"
Developer,In-person,Degree,Online Courses / Bootcamps,Mixed Approaches,13,Software Development Roles,Small Organizations,Brazil,13.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Online Courses / Bootcamps,Mixed Approaches,15,Software Development Roles,Small Organizations,South Africa,6.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Other Online Resources,Mixed Approaches,8,Software Development Roles,Small Organizations,Romania,7.0,Services and Advertising,Z,Not employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Other,Online Courses / Bootcamps,Mixed Approaches,19,Software Development Roles,Large Organizations,Canada,17.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,9,Software Development Roles,Medium Organizations,India,9.0,Technology and Information Services,Y,Employed,Web Development,"Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,10,Software Development Roles,Medium Organizations,Finland,8.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,6,Software Development Roles,Medium Organizations,Romania,2.0,Technology and Information Services,Z,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Documentation,10,Software Development Roles,Medium Organizations,India,3.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development, System Programming",Backend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Small Organizations,Mexico,5.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development, System Programming",Uncategorized
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Medium Organizations,United Kingdom of Great Britain and Northern Ireland,12.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development",JavaScript Libraries
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,12,Software Development Roles,Small Organizations,Canada,8.0,Technology and Information Services,Y,Employed,Web Development,Backend Technologies
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,10,Software Development Roles,Small Organizations,Turkey,4.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Medium Organizations,Thailand,10.0,Services and Advertising,Y,Employed,"Server-Side Development, Mobile Development, Web Development",Backend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,8,Software Development Roles,Medium Organizations,Norway,7.0,Government and Other Services,Y,Employed,"Server-Side Development, Web Development, System Programming","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Small Organizations,Turkey,10.0,Technology and Information Services,Y,Not employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,5,Software Development Roles,Small Organizations,Kenya,5.0,Technology and Information Services,Z,Employed,"Server-Side Development, Mobile Development",Uncategorized
Developer,Remote,Degree,Online Courses / Bootcamps,Mixed Approaches,4,Engineering and Operations Roles,Medium Organizations,Portugal,4.0,Financial Sector,Y,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,15,Software Development Roles,Medium Organizations,Kazakhstan,12.0,Technology and Information Services,Y,Not employed,"Server-Side Development, Web Development",Uncategorized
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,12,Software Development Roles,Small Organizations,Netherlands,11.0,Healthcare and Education,Y,Employed,Web Development,Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,20,Software Development Roles,Small Organizations,United States of America,27.0,Government and Other Services,Y,Employed,Web Development,"Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,In-person,Some College,Colleague / On-the-job Training,Mixed Approaches,6,Software Development Roles,Small Organizations,Sweden,1.0,Financial Sector,Z,Employed,"Server-Side Development, Web Development","JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Other Online Resources,Mixed Approaches,14,Engineering and Operations Roles,Medium Organizations,Brazil,10.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,7,Software Development Roles,Small Organizations,United States of America,6.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Books / Physical Media,Mixed Approaches,10,Software Development Roles,Small Organizations,United States of America,6.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,23,Management and Executive Roles,Small Organizations,Turkey,23.0,Financial Sector,Y,Not employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,Remote,Degree,Books / Physical Media,Mixed Approaches,10,"Education, Advocacy, and Sales Roles",Medium Organizations,United States of America,8.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,Remote,Some College,Books / Physical Media,Mixed Approaches,26,Software Development Roles,Medium Organizations,United States of America,24.0,Financial Sector,X,Employed,"Server-Side Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Secondary Education,Online Courses / Bootcamps,Mixed Approaches,7,Other Roles,Small Organizations,India,1.0,Healthcare and Education,Z,Employed,"Server-Side Development, Mobile Development, Web Development, System Programming","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,Remote,Degree,Other Online Resources,Documentation,19,Software Development Roles,Medium Organizations,United States of America,13.0,Healthcare and Education,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, JavaScript Libraries, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Degree,Online Courses / Bootcamps,Mixed Approaches,10,Software Development Roles,Medium Organizations,Germany,7.0,Technology and Information Services,Y,Employed,"Server-Side Development, Mobile Development, Web Development","Backend Technologies, Frontend Technologies"
Developer,"Hybrid (some remote, some in-person)",Some College,Books / Physical Media,Mixed Approaches,21,Software Development Roles,Small Organizations,Italy,9.0,Technology and Information Services,Y,Employed,"Server-Side Development, Web Development",Frontend Technologies
Developer,"Hybrid (some remote, some in-person)",Degree,Colleague / On-the-job Training,Mixed Approaches,8,Software Development Roles,Large Organizations,Norway,2.0,Financial Sector,Y,Employed,"Server-Side Development, System Programming",Backend Technologies
Developer,Remote,Some College,Colleague / On-the-job Training,Mixed Approaches,10,Software Development Roles,Small Organizations,Canada,5.0,Government and Other Services,Y,Employed,Web Development,Backend Technologies
